book_id	language	TF_language_val
4910	en-gb	1.0
2700	eng	1.0
6089	ara	1.0
4115	eng	1.0
6161	eng	1.0
5691	eng	1.0
5807	eng	1.0
3576	en	1.0
2106	eng	1.0
9046	eng	1.0
4841	eng	1.0
5918	en-us	1.0
3446	eng	1.0
8528	en-gb	1.0
1723	eng	1.0
3324	eng	1.0
6818	eng	1.0
2838	eng	1.0
2653	eng	1.0
1899	eng	1.0
3460	eng	1.0
1505	eng	1.0
5825	eng	1.0
8102	eng	1.0
1808	eng	1.0
1688	eng	1.0
4418	eng	1.0
3236	eng	1.0
2538	eng	1.0
1834	en-ca	1.0
1988	eng	1.0
2652	eng	1.0
1786	eng	1.0
7787	en-us	1.0
2037	eng	1.0
2978	eng	1.0
2840	eng	1.0
4711	eng	1.0
2272	eng	1.0
5378	eng	1.0
4983	eng	1.0
1668	eng	1.0
1924	eng	1.0
2718	eng	1.0
3000	eng	1.0
2658	eng	1.0
5188	eng	1.0
4369	eng	1.0
1980	eng	1.0
1641	eng	1.0
2624	eng	1.0
2196	eng	1.0
5055	eng	1.0
5329	en-us	1.0
5764	en-us	1.0
2881	en-us	1.0
3858	en-us	1.0
2399	en-gb	1.0
5923	eng	1.0
5469	en-us	1.0
6581	eng	1.0
1593	en-us	1.0
4993	eng	1.0
5357	en-us	1.0
6601	en-us	1.0
3919	eng	1.0
9471	en-us	1.0
1718	en-us	1.0
8168	en-us	1.0
7110	eng	1.0
1937	eng	1.0
2540	eng	1.0
2020	en-us	1.0
4683	eng	1.0
2136	en-us	1.0
6319	eng	1.0
7123	eng	1.0
1498	eng	1.0
1795	eng	1.0
4524	eng	1.0
2387	eng	1.0
5982	fre	1.0
4542	eng	1.0
2589	eng	1.0
1606	en-us	1.0
1811	en-us	1.0
2025	eng	1.0
3027	en-us	1.0
1644	en-us	1.0
2750	eng	1.0
4698	eng	1.0
6995	eng	1.0
2192	en-us	1.0
2577	eng	1.0
2727	eng	1.0
1571	en-us	1.0
5358	eng	1.0
1956	en-gb	1.0
2012	eng	1.0
4095	eng	1.0
1431	eng	1.0
3210	en-gb	1.0
3077	eng	1.0
1598	eng	1.0
1707	eng	1.0
3560	eng	1.0
2053	eng	1.0
2209	eng	1.0
5456	eng	1.0
6768	eng	1.0
2679	eng	1.0
3322	eng	1.0
3790	eng	1.0
4650	eng	1.0
4534	eng	1.0
3070	eng	1.0
2277	eng	1.0
1871	en-us	1.0
6729	eng	1.0
1757	eng	1.0
1749	eng	1.0
4549	en-us	1.0
3729	eng	1.0
1649	eng	1.0
2710	en-us	1.0
3388	eng	1.0
3878	eng	1.0
2024	eng	1.0
8455	en-us	1.0
6675	eng	1.0
3068	eng	1.0
5206	eng	1.0
1785	eng	1.0
2079	eng	1.0
1954	eng	1.0
2029	eng	1.0
6932	eng	1.0
1622	eng	1.0
3973	eng	1.0
3131	eng	1.0
6521	en-us	1.0
2691	eng	1.0
5290	eng	1.0
3934	en-us	1.0
3613	eng	1.0
7416	eng	1.0
7271	en-us	1.0
3593	en-us	1.0
2809	eng	1.0
2050	en-ca	1.0
1805	en-us	1.0
8764	en-us	1.0
2039	eng	1.0
4920	en-us	1.0
2607	en-us	1.0
1734	eng	1.0
8366	en-us	1.0
1493	en-us	1.0
4938	eng	1.0
1406	en-gb	1.0
3876	eng	1.0
8216	eng	1.0
7662	eng	1.0
2374	eng	1.0
8128	eng	1.0
8806	eng	1.0
5948	eng	1.0
4630	en-us	1.0
2439	en-us	1.0
5695	eng	1.0
6951	eng	1.0
2365	eng	1.0
2150	en-us	1.0
6607	eng	1.0
4317	eng	1.0
6156	eng	1.0
4444	eng	1.0
5648	en-us	1.0
4527	eng	1.0
2288	eng	1.0
1978	eng	1.0
7848	eng	1.0
3177	en-us	1.0
4937	eng	1.0
4999	eng	1.0
2651	eng	1.0
8986	eng	1.0
6321	en-gb	1.0
3513	eng	1.0
4357	en-us	1.0
9362	en-us	1.0
4387	en-us	1.0
3833	eng	1.0
5036	eng	1.0
6154	fre	1.0
2228	eng	1.0
2608	en-us	1.0
2082	ara	1.0
4582	eng	1.0
4815	en-gb	1.0
2841	en-us	1.0
5907	eng	1.0
7127	en-gb	1.0
2055	eng	1.0
5129	eng	1.0
3394	en-us	1.0
6325	eng	1.0
5818	eng	1.0
2135	en-us	1.0
6519	en-us	1.0
8830	eng	1.0
2245	en-us	1.0
5829	eng	1.0
4452	en-us	1.0
3163	en-us	1.0
2666	eng	1.0
9068	eng	1.0
1872	eng	1.0
1838	eng	1.0
8008	en-us	1.0
5936	eng	1.0
1424	en-us	1.0
5836	en-us	1.0
4986	eng	1.0
5157	eng	1.0
8724	eng	1.0
2518	eng	1.0
4642	eng	1.0
3374	en-us	1.0
3338	eng	1.0
1882	eng	1.0
5766	en-us	1.0
7907	eng	1.0
5634	en-us	1.0
7833	eng	1.0
2400	eng	1.0
2368	en-us	1.0
8066	eng	1.0
5354	eng	1.0
3626	eng	1.0
3411	en-us	1.0
3639	eng	1.0
4956	en-gb	1.0
2260	en-us	1.0
3486	en-us	1.0
1459	en-us	1.0
6761	eng	1.0
5362	eng	1.0
3922	eng	1.0
9383	eng	1.0
1456	eng	1.0
4351	eng	1.0
2598	eng	1.0
6826	en-us	1.0
5574	eng	1.0
2319	en-us	1.0
8968	en-us	1.0
4796	en-us	1.0
3049	en-us	1.0
2991	en-us	1.0
2094	eng	1.0
2075	eng	1.0
9171	eng	1.0
5411	eng	1.0
4084	eng	1.0
2091	eng	1.0
2536	eng	1.0
8270	en-us	1.0
2924	eng	1.0
5716	eng	1.0
6442	en-us	1.0
1907	eng	1.0
4709	eng	1.0
7891	eng	1.0
2127	en-us	1.0
1823	eng	1.0
3539	en-us	1.0
3346	eng	1.0
8295	en-us	1.0
4252	en-us	1.0
3153	eng	1.0
3887	eng	1.0
4789	eng	1.0
1792	eng	1.0
5625	en-us	1.0
7257	en-us	1.0
4137	eng	1.0
2503	en-gb	1.0
2506	eng	1.0
2597	eng	1.0
1462	eng	1.0
1977	en-us	1.0
4719	eng	1.0
3761	en-gb	1.0
2815	en-us	1.0
3654	eng	1.0
4261	eng	1.0
5225	eng	1.0
3857	eng	1.0
6869	eng	1.0
2421	eng	1.0
5048	eng	1.0
5372	eng	1.0
2484	eng	1.0
2157	eng	1.0
5518	eng	1.0
4078	eng	1.0
1820	eng	1.0
2305	eng	1.0
2760	eng	1.0
1969	en-gb	1.0
4850	eng	1.0
6384	eng	1.0
2488	eng	1.0
5095	eng	1.0
5755	eng	1.0
4678	eng	1.0
4332	en-us	1.0
1463	en-us	1.0
4308	en-us	1.0
2102	eng	1.0
4219	eng	1.0
9793	eng	1.0
1927	eng	1.0
6248	eng	1.0
2975	eng	1.0
2419	eng	1.0
4906	eng	1.0
3407	en-us	1.0
2893	eng	1.0
4003	eng	1.0
7012	en-us	1.0
6612	eng	1.0
8047	eng	1.0
5580	eng	1.0
7045	eng	1.0
1940	en-us	1.0
3995	eng	1.0
8853	eng	1.0
9388	eng	1.0
5851	eng	1.0
3708	eng	1.0
6282	eng	1.0
2449	eng	1.0
6980	en-us	1.0
8590	en-us	1.0
2709	eng	1.0
7838	eng	1.0
1609	en-us	1.0
8503	eng	1.0
3139	eng	1.0
1722	eng	1.0
8652	eng	1.0
2926	eng	1.0
1628	eng	1.0
9333	eng	1.0
6140	eng	1.0
3096	en-us	1.0
3492	eng	1.0
5783	eng	1.0
2088	eng	1.0
2874	eng	1.0
8245	en-us	1.0
2775	eng	1.0
8802	eng	1.0
2255	eng	1.0
8039	eng	1.0
9707	en-us	1.0
2006	eng	1.0
2728	eng	1.0
8073	en-us	1.0
3087	eng	1.0
1770	eng	1.0
6602	eng	1.0
3046	eng	1.0
8976	eng	1.0
7884	eng	1.0
1659	eng	1.0
9232	eng	1.0
4806	eng	1.0
4891	eng	1.0
3174	eng	1.0
2828	eng	1.0
6901	eng	1.0
3716	eng	1.0
5205	eng	1.0
9199	eng	1.0
1470	eng	1.0
7234	eng	1.0
2463	eng	1.0
4631	en-us	1.0
7231	en-us	1.0
3308	en-us	1.0
3347	eng	1.0
6783	en-gb	1.0
7460	eng	1.0
5261	eng	1.0
5750	eng	1.0
3429	eng	1.0
5853	eng	1.0
4493	eng	1.0
2837	en-us	1.0
3815	eng	1.0
8475	en-us	1.0
2627	eng	1.0
5709	eng	1.0
2914	eng	1.0
1410	eng	1.0
3879	eng	1.0
9129	eng	1.0
8258	eng	1.0
5184	eng	1.0
3498	eng	1.0
1965	eng	1.0
1967	eng	1.0
8404	en-us	1.0
7142	eng	1.0
3951	eng	1.0
5979	eng	1.0
6953	eng	1.0
3839	eng	1.0
6240	eng	1.0
5323	eng	1.0
3514	eng	1.0
2141	eng	1.0
2659	eng	1.0
3107	eng	1.0
1412	en-us	1.0
3145	eng	1.0
5197	eng	1.0
6103	eng	1.0
6503	eng	1.0
9924	eng	1.0
1468	en-us	1.0
2104	eng	1.0
8827	eng	1.0
1766	eng	1.0
5220	eng	1.0
2396	eng	1.0
1830	eng	1.0
4465	en-us	1.0
8594	en-gb	1.0
2169	eng	1.0
6107	eng	1.0
1539	eng	1.0
8624	en-us	1.0
6616	en-us	1.0
4378	eng	1.0
9205	eng	1.0
4034	eng	1.0
7904	en-us	1.0
2501	eng	1.0
2043	eng	1.0
6144	eng	1.0
3362	eng	1.0
1987	eng	1.0
2552	eng	1.0
1914	eng	1.0
2755	eng	1.0
6606	eng	1.0
2498	eng	1.0
1908	eng	1.0
5337	eng	1.0
2233	en-us	1.0
2089	eng	1.0
5099	eng	1.0
1460	eng	1.0
4079	en-us	1.0
3500	eng	1.0
1812	en-us	1.0
2269	eng	1.0
4027	eng	1.0
2186	en-us	1.0
6018	en-us	1.0
4577	en-us	1.0
3160	en-us	1.0
2561	eng	1.0
4965	en-us	1.0
2573	eng	1.0
8068	eng	1.0
2352	eng	1.0
1423	eng	1.0
1589	eng	1.0
4131	eng	1.0
3918	en-us	1.0
1535	en-us	1.0
5343	eng	1.0
6113	en-us	1.0
3182	eng	1.0
5441	eng	1.0
5480	en-us	1.0
6505	en-us	1.0
2524	en-us	1.0
1999	eng	1.0
2367	eng	1.0
4645	eng	1.0
1569	eng	1.0
3907	eng	1.0
1584	eng	1.0
2578	en-us	1.0
6385	eng	1.0
5500	eng	1.0
2786	eng	1.0
3739	en-us	1.0
2197	en-us	1.0
3127	eng	1.0
1887	eng	1.0
1631	eng	1.0
2097	ger	1.0
2095	en-us	1.0
2252	eng	1.0
5237	en-us	1.0
2643	en-us	1.0
2302	eng	1.0
2568	en-us	1.0
3047	eng	1.0
4187	en-us	1.0
3128	eng	1.0
5089	eng	1.0
9172	eng	1.0
5932	eng	1.0
4672	eng	1.0
3400	eng	1.0
6334	en-us	1.0
1605	eng	1.0
8519	eng	1.0
2869	eng	1.0
2339	eng	1.0
2854	eng	1.0
2967	en-us	1.0
3264	en-us	1.0
4508	eng	1.0
4251	eng	1.0
4192	en-us	1.0
4584	eng	1.0
2534	eng	1.0
7002	en-us	1.0
1626	eng	1.0
1896	eng	1.0
8980	eng	1.0
1745	en-us	1.0
2798	eng	1.0
2478	eng	1.0
4592	eng	1.0
3364	eng	1.0
8735	en-us	1.0
5693	en-us	1.0
4435	eng	1.0
3794	eng	1.0
7630	eng	1.0
5827	eng	1.0
8449	en-us	1.0
2084	eng	1.0
2351	en-us	1.0
4183	eng	1.0
5189	eng	1.0
3543	en-us	1.0
8930	en-us	1.0
3479	en-us	1.0
5283	eng	1.0
8675	en-us	1.0
2950	eng	1.0
1485	en-us	1.0
2802	eng	1.0
5324	eng	1.0
1889	en-gb	1.0
2657	en-us	1.0
3803	eng	1.0
6696	eng	1.0
2732	eng	1.0
3505	eng	1.0
5175	en-us	1.0
3414	eng	1.0
1863	en-us	1.0
4399	en-us	1.0
2342	eng	1.0
4071	en-us	1.0
1960	eng	1.0
6916	eng	1.0
2787	eng	1.0
4412	en-gb	1.0
9158	eng	1.0
5558	eng	1.0
7633	en-us	1.0
3162	eng	1.0
7996	eng	1.0
7976	eng	1.0
1617	eng	1.0
7761	eng	1.0
7289	eng	1.0
5639	en-us	1.0
9155	eng	1.0
6148	en-us	1.0
5642	eng	1.0
1515	eng	1.0
1848	eng	1.0
8829	eng	1.0
6564	eng	1.0
2566	en-us	1.0
8196	en-us	1.0
8397	eng	1.0
8051	eng	1.0
4370	en-us	1.0
7950	en-us	1.0
4885	eng	1.0
3367	eng	1.0
3218	eng	1.0
4112	eng	1.0
6404	eng	1.0
5152	eng	1.0
4535	eng	1.0
3318	en-us	1.0
7342	en-us	1.0
1441	eng	1.0
2523	eng	1.0
9509	eng	1.0
3100	eng	1.0
3304	eng	1.0
3439	eng	1.0
2306	en-us	1.0
5006	eng	1.0
9011	en-us	1.0
4649	eng	1.0
3662	eng	1.0
3936	en-us	1.0
1875	eng	1.0
2992	eng	1.0
6350	en-us	1.0
4177	en-us	1.0
2343	eng	1.0
6796	eng	1.0
2715	eng	1.0
2264	eng	1.0
5539	eng	1.0
2115	en-us	1.0
3024	en-us	1.0
3124	en-us	1.0
3025	en-us	1.0
6102	eng	1.0
7631	eng	1.0
4871	en-us	1.0
6267	en-us	1.0
5748	en-us	1.0
1884	en-us	1.0
5119	en-us	1.0
2479	eng	1.0
5991	eng	1.0
5151	eng	1.0
8577	en-us	1.0
9988	eng	1.0
4691	en-us	1.0
9984	eng	1.0
3063	eng	1.0
8167	en-us	1.0
2661	en-us	1.0
6066	en-us	1.0
3038	eng	1.0
3547	eng	1.0
4722	eng	1.0
8343	en-us	1.0
8416	en-gb	1.0
9189	en-gb	1.0
9885	en-us	1.0
7879	en-gb	1.0
7304	en-us	1.0
7895	eng	1.0
5311	eng	1.0
4345	eng	1.0
2925	en-us	1.0
3946	eng	1.0
4099	en-gb	1.0
1913	eng	1.0
8348	en-us	1.0
3751	en-us	1.0
1703	eng	1.0
7480	eng	1.0
6967	eng	1.0
5060	eng	1.0
8923	eng	1.0
2882	eng	1.0
8469	eng	1.0
3640	en-gb	1.0
4924	eng	1.0
3088	eng	1.0
6043	eng	1.0
9819	eng	1.0
5292	eng	1.0
4129	eng	1.0
7466	eng	1.0
1414	en-us	1.0
3098	eng	1.0
4048	eng	1.0
2096	eng	1.0
7677	en-us	1.0
6626	eng	1.0
4218	en-us	1.0
3604	eng	1.0
2090	en-us	1.0
2605	eng	1.0
7263	eng	1.0
2117	eng	1.0
1404	en-ca	1.0
3572	eng	1.0
4944	eng	1.0
5088	eng	1.0
1610	eng	1.0
6417	eng	1.0
4746	eng	1.0
6128	eng	1.0
1991	eng	1.0
9965	eng	1.0
6758	eng	1.0
2119	eng	1.0
5688	eng	1.0
2852	eng	1.0
2203	en-us	1.0
7098	eng	1.0
3806	eng	1.0
1849	eng	1.0
3783	en-us	1.0
4268	eng	1.0
7978	en-us	1.0
7809	eng	1.0
2639	eng	1.0
8140	en-us	1.0
8729	eng	1.0
5103	eng	1.0
6718	en-gb	1.0
2889	en-us	1.0
6654	eng	1.0
5562	eng	1.0
9834	eng	1.0
5703	eng	1.0
2606	eng	1.0
5823	eng	1.0
3752	spa	1.0
3798	eng	1.0
2101	eng	1.0
4070	en-us	1.0
6121	eng	1.0
5348	eng	1.0
3148	en-us	1.0
4575	en-us	1.0
8011	eng	1.0
1700	eng	1.0
5247	eng	1.0
2413	en-us	1.0
9766	eng	1.0
5149	eng	1.0
7137	eng	1.0
8716	eng	1.0
9240	eng	1.0
8185	eng	1.0
8317	eng	1.0
2281	eng	1.0
1920	eng	1.0
2933	eng	1.0
5890	en-us	1.0
1835	eng	1.0
9711	en-us	1.0
4118	eng	1.0
5026	eng	1.0
8777	en-us	1.0
9274	en-us	1.0
2995	eng	1.0
7675	en-us	1.0
2330	en-gb	1.0
5719	eng	1.0
4525	eng	1.0
6064	eng	1.0
3136	en-gb	1.0
3766	en-us	1.0
4863	eng	1.0
7826	eng	1.0
2962	eng	1.0
1437	eng	1.0
3243	en-us	1.0
3618	eng	1.0
5258	en-us	1.0
4119	eng	1.0
2234	eng	1.0
6865	en-us	1.0
8360	en-us	1.0
8900	eng	1.0
3586	en-us	1.0
8037	eng	1.0
3475	en-us	1.0
3419	eng	1.0
8100	en-us	1.0
3558	eng	1.0
8842	en-us	1.0
1512	eng	1.0
3135	eng	1.0
2204	eng	1.0
1995	eng	1.0
3773	eng	1.0
8759	eng	1.0
2145	eng	1.0
9850	eng	1.0
2650	en-us	1.0
6948	eng	1.0
7185	eng	1.0
6515	eng	1.0
1893	eng	1.0
3633	eng	1.0
2576	eng	1.0
9105	eng	1.0
3516	eng	1.0
1776	eng	1.0
5371	eng	1.0
7247	en-gb	1.0
9633	eng	1.0
4216	en-ca	1.0
1674	eng	1.0
3299	en-gb	1.0
8565	eng	1.0
4229	eng	1.0
4864	en-us	1.0
8474	eng	1.0
8349	en-us	1.0
6907	eng	1.0
6870	eng	1.0
2008	eng	1.0
3523	en-gb	1.0
6688	en-us	1.0
4077	en-gb	1.0
3621	en-us	1.0
1482	eng	1.0
4467	eng	1.0
8311	eng	1.0
7022	fre	1.0
6309	eng	1.0
1513	eng	1.0
1473	eng	1.0
5870	eng	1.0
4120	eng	1.0
1768	eng	1.0
2554	eng	1.0
2034	eng	1.0
3883	en-us	1.0
3754	en-us	1.0
3072	eng	1.0
2491	eng	1.0
1817	spa	1.0
5201	eng	1.0
7624	eng	1.0
4130	eng	1.0
2821	eng	1.0
1503	eng	1.0
5072	eng	1.0
2674	eng	1.0
1976	en-us	1.0
9737	eng	1.0
2458	en-us	1.0
1525	en-us	1.0
1880	eng	1.0
6744	en-us	1.0
2445	en-us	1.0
2761	eng	1.0
3524	eng	1.0
8018	en-us	1.0
9890	eng	1.0
5676	eng	1.0
9447	eng	1.0
5030	en-us	1.0
1677	en-us	1.0
9299	eng	1.0
1627	eng	1.0
1821	en-us	1.0
2229	en-us	1.0
1970	eng	1.0
2781	en-us	1.0
9661	eng	1.0
7236	eng	1.0
3250	en-us	1.0
1681	eng	1.0
5306	en-us	1.0
1469	eng	1.0
4392	eng	1.0
1809	en-us	1.0
3296	eng	1.0
8843	en-us	1.0
1582	eng	1.0
4504	eng	1.0
1910	eng	1.0
3764	eng	1.0
3106	eng	1.0
2931	en-us	1.0
2885	eng	1.0
6636	eng	1.0
3501	eng	1.0
8111	eng	1.0
1763	eng	1.0
2398	en-us	1.0
3948	eng	1.0
2976	eng	1.0
1781	eng	1.0
1774	en-us	1.0
1975	en-us	1.0
2347	eng	1.0
4740	en-us	1.0
3641	en-gb	1.0
3581	eng	1.0
2810	en-us	1.0
1570	en-us	1.0
2298	eng	1.0
2315	eng	1.0
3451	en-us	1.0
4517	eng	1.0
6777	eng	1.0
1574	eng	1.0
5254	en-us	1.0
1796	en-us	1.0
2124	eng	1.0
3156	eng	1.0
2965	en-us	1.0
1762	eng	1.0
4383	eng	1.0
1492	eng	1.0
6772	per	1.0
1895	eng	1.0
6283	eng	1.0
2824	en-us	1.0
2903	en-gb	1.0
8906	eng	1.0
6311	eng	1.0
8399	eng	1.0
2195	eng	1.0
2499	eng	1.0
1764	en-us	1.0
2620	eng	1.0
1971	en-us	1.0
2722	eng	1.0
2181	en-ca	1.0
1548	eng	1.0
1742	eng	1.0
3864	eng	1.0
2873	en-us	1.0
1630	en-us	1.0
6600	eng	1.0
1968	eng	1.0
2064	eng	1.0
3456	eng	1.0
2296	en-gb	1.0
7338	eng	1.0
5116	eng	1.0
9784	eng	1.0
2555	eng	1.0
9588	eng	1.0
2471	eng	1.0
3584	eng	1.0
5166	en-us	1.0
2382	eng	1.0
3410	en-us	1.0
4753	eng	1.0
3028	eng	1.0
2297	eng	1.0
4149	eng	1.0
3459	eng	1.0
4537	eng	1.0
8525	en-us	1.0
8386	en-us	1.0
2357	en-ca	1.0
5482	en-us	1.0
1458	eng	1.0
7714	en-us	1.0
8412	eng	1.0
3497	eng	1.0
5684	eng	1.0
2287	en-us	1.0
1685	en-us	1.0
3921	eng	1.0
2490	eng	1.0
1953	eng	1.0
6302	eng	1.0
3537	eng	1.0
3003	eng	1.0
2593	eng	1.0
2134	en-us	1.0
6610	en-us	1.0
5815	eng	1.0
2853	en-us	1.0
1532	en-us	1.0
6745	eng	1.0
1946	en-us	1.0
3792	eng	1.0
2337	eng	1.0
4716	eng	1.0
2251	en-us	1.0
4820	eng	1.0
2844	eng	1.0
5540	eng	1.0
6063	eng	1.0
4423	eng	1.0
5801	eng	1.0
4124	eng	1.0
5014	en-us	1.0
9892	eng	1.0
3144	en-us	1.0
8542	eng	1.0
4066	eng	1.0
6585	en-us	1.0
3431	en-us	1.0
9676	eng	1.0
3744	en-us	1.0
5365	eng	1.0
5952	eng	1.0
9592	eng	1.0
4171	eng	1.0
6096	eng	1.0
6539	en-us	1.0
2263	eng	1.0
1427	en-us	1.0
5182	en-us	1.0
9587	en-us	1.0
6752	en-us	1.0
6264	en-gb	1.0
4898	eng	1.0
7095	en-us	1.0
6627	en-us	1.0
1712	eng	1.0
2211	eng	1.0
7910	eng	1.0
5765	eng	1.0
7946	eng	1.0
1832	eng	1.0
4455	eng	1.0
7370	eng	1.0
4429	eng	1.0
5636	en-us	1.0
5989	eng	1.0
4877	eng	1.0
2864	eng	1.0
4039	en-us	1.0
1478	eng	1.0
4434	en-us	1.0
4567	eng	1.0
4419	eng	1.0
1639	eng	1.0
5967	en-us	1.0
3830	en-us	1.0
2807	en-us	1.0
5759	en-us	1.0
3814	eng	1.0
4827	en-us	1.0
3151	eng	1.0
3575	eng	1.0
2446	en-us	1.0
6427	eng	1.0
6003	eng	1.0
2695	en-us	1.0
5224	en-us	1.0
2507	eng	1.0
3427	eng	1.0
2754	eng	1.0
4501	en-gb	1.0
4204	en-us	1.0
2526	eng	1.0
4159	eng	1.0
1602	eng	1.0
2720	en-us	1.0
4748	eng	1.0
1930	eng	1.0
7538	eng	1.0
2409	en-us	1.0
8257	en-us	1.0
1632	eng	1.0
6760	eng	1.0
6389	eng	1.0
8109	eng	1.0
3485	eng	1.0
2579	en-us	1.0
2494	eng	1.0
2076	eng	1.0
1955	eng	1.0
5846	eng	1.0
1496	eng	1.0
9991	eng	1.0
1494	eng	1.0
2780	eng	1.0
4657	en-us	1.0
4909	eng	1.0
9239	en-us	1.0
7878	eng	1.0
2291	en-us	1.0
5541	en-us	1.0
3663	eng	1.0
5194	eng	1.0
5402	eng	1.0
9855	en-us	1.0
4777	eng	1.0
1698	eng	1.0
7079	eng	1.0
5908	en-us	1.0
2708	eng	1.0
4390	eng	1.0
7249	eng	1.0
2836	en-us	1.0
5134	eng	1.0
1911	eng	1.0
6906	en-us	1.0
3336	eng	1.0
3326	eng	1.0
3687	en-us	1.0
3463	eng	1.0
1868	eng	1.0
2198	en-us	1.0
5158	en-us	1.0
3170	en-us	1.0
2183	en-us	1.0
1791	en-us	1.0
6306	eng	1.0
1507	eng	1.0
2294	eng	1.0
4519	eng	1.0
7541	en-us	1.0
1841	eng	1.0
4892	eng	1.0
6059	eng	1.0
9744	en-us	1.0
3906	eng	1.0
3166	eng	1.0
2224	eng	1.0
2303	eng	1.0
8790	en-us	1.0
3220	eng	1.0
9621	en-us	1.0
5199	en-us	1.0
4688	eng	1.0
1654	en-us	1.0
2546	eng	1.0
9600	eng	1.0
8719	eng	1.0
5626	eng	1.0
1931	eng	1.0
7562	eng	1.0
4058	eng	1.0
3282	eng	1.0
6465	en-us	1.0
4167	eng	1.0
5444	en-us	1.0
6036	eng	1.0
6908	eng	1.0
3655	eng	1.0
2916	en-us	1.0
3469	eng	1.0
4570	en-us	1.0
6903	eng	1.0
2751	eng	1.0
4349	eng	1.0
4799	eng	1.0
8401	eng	1.0
8445	eng	1.0
1542	eng	1.0
1528	eng	1.0
3652	eng	1.0
6541	eng	1.0
2140	eng	1.0
5049	eng	1.0
6769	eng	1.0
6933	eng	1.0
9142	eng	1.0
6455	eng	1.0
3520	eng	1.0
5491	eng	1.0
3080	eng	1.0
9139	eng	1.0
3507	eng	1.0
1894	eng	1.0
8087	eng	1.0
3845	eng	1.0
7961	en-us	1.0
7825	en-us	1.0
2972	en-us	1.0
7438	eng	1.0
3042	eng	1.0
1559	eng	1.0
4406	eng	1.0
4004	eng	1.0
6316	eng	1.0
3351	eng	1.0
5785	eng	1.0
1839	en-us	1.0
7186	eng	1.0
6666	eng	1.0
6082	eng	1.0
4295	en-gb	1.0
2156	en-us	1.0
5972	eng	1.0
3535	en-us	1.0
1601	eng	1.0
2946	eng	1.0
9202	eng	1.0
7279	eng	1.0
9021	eng	1.0
5389	eng	1.0
7032	fre	1.0
7802	eng	1.0
2567	eng	1.0
2563	eng	1.0
2611	eng	1.0
4654	eng	1.0
7017	en-us	1.0
7654	eng	1.0
2244	eng	1.0
9808	eng	1.0
9619	eng	1.0
9380	eng	1.0
1721	eng	1.0
2180	en-us	1.0
1799	en-us	1.0
2557	en-us	1.0
3421	eng	1.0
3527	en-us	1.0
2876	eng	1.0
4411	en-us	1.0
1926	en-us	1.0
4856	eng	1.0
6252	eng	1.0
4652	eng	1.0
2040	eng	1.0
2437	eng	1.0
4241	eng	1.0
3980	eng	1.0
6100	eng	1.0
6067	eng	1.0
1773	en-us	1.0
6416	eng	1.0
6456	eng	1.0
3401	eng	1.0
4085	en-us	1.0
1403	en-us	1.0
1728	eng	1.0
2395	en-us	1.0
1472	eng	1.0
5161	eng	1.0
1794	eng	1.0
1508	eng	1.0
3709	eng	1.0
6259	eng	1.0
4041	eng	1.0
5663	eng	1.0
8824	en-us	1.0
3241	eng	1.0
2955	eng	1.0
4738	eng	1.0
3594	eng	1.0
2123	eng	1.0
3534	eng	1.0
3200	eng	1.0
3359	eng	1.0
2936	en-us	1.0
1704	en-us	1.0
2045	eng	1.0
4228	eng	1.0
5879	eng	1.0
7014	eng	1.0
3869	eng	1.0
1727	en-us	1.0
6284	eng	1.0
6029	eng	1.0
9132	en-us	1.0
5439	eng	1.0
2923	en-us	1.0
5310	en-us	1.0
1802	eng	1.0
4800	eng	1.0
3393	en-us	1.0
7464	en-us	1.0
7578	eng	1.0
5957	en-us	1.0
1825	eng	1.0
2270	eng	1.0
1533	en-us	1.0
3646	eng	1.0
3837	eng	1.0
3595	en-us	1.0
6665	en-us	1.0
4795	en-us	1.0
2513	eng	1.0
2155	en-us	1.0
3636	eng	1.0
2004	eng	1.0
3614	en-us	1.0
4632	en-us	1.0
3455	eng	1.0
1573	eng	1.0
1748	en-us	1.0
1694	en-us	1.0
2860	en-us	1.0
8856	eng	1.0
3425	ger	1.0
1561	eng	1.0
4733	eng	1.0
6126	eng	1.0
1411	eng	1.0
1486	eng	1.0
2199	en-us	1.0
1691	eng	1.0
3916	eng	1.0
2259	en-us	1.0
2172	eng	1.0
7592	eng	1.0
1464	en-us	1.0
3126	en-us	1.0
5437	eng	1.0
7169	eng	1.0
8703	en-us	1.0
2927	en-us	1.0
1537	eng	1.0
2047	en-us	1.0
2406	en-us	1.0
9647	en-gb	1.0
2981	eng	1.0
2072	en-us	1.0
2632	eng	1.0
1806	eng	1.0
3634	eng	1.0
7652	eng	1.0
2062	eng	1.0
7597	eng	1.0
2314	en-us	1.0
2621	en-ca	1.0
4222	eng	1.0
3076	eng	1.0
1800	spa	1.0
4103	eng	1.0
1675	en-us	1.0
2740	en-us	1.0
5751	en-us	1.0
2021	eng	1.0
3219	eng	1.0
9761	eng	1.0
2600	eng	1.0
1827	en-gb	1.0
1481	en-gb	1.0
3340	eng	1.0
2982	eng	1.0
1554	eng	1.0
1397	en-us	1.0
2098	eng	1.0
2182	en-us	1.0
2038	en-us	1.0
2394	en-us	1.0
7401	eng	1.0
2074	eng	1.0
1394	en-us	1.0
1829	en-us	1.0
3933	en-us	1.0
2979	eng	1.0
3205	eng	1.0
4250	eng	1.0
2128	en-us	1.0
